id,lat,lon,date,year,month,source
4154130679,38.847576,-119.48873,2018-04-15,2018,4,gbif
4137588693,35.213413,-119.854672,2023-05-07,2023,5,gbif
4133731790,35.307706,-119.942253,2023-04-21,2023,4,gbif
4129689371,33.641252,-117.843522,2023-04-09,2023,4,gbif
4126895363,35.222837,-119.936156,2023-05-06,2023,5,gbif
4116352408,35.185092,-119.770392,2023-04-24,2023,4,gbif
4111754441,36.70317,-120.733012,2023-02-19,2023,2,gbif
4103401630,35.205721,-119.853134,2023-04-26,2023,4,gbif
4103132664,35.209184,-119.870531,2023-04-25,2023,4,gbif
4102802442,35.081078,-119.57898,2023-04-18,2023,4,gbif
4102604679,34.990395,-119.482422,2023-04-21,2023,4,gbif
4096965712,35.031206,-119.486222,2023-04-24,2023,4,gbif
4096873945,35.015458,-119.56002,2023-04-19,2023,4,gbif
4096872674,35.219167,-119.854728,2023-04-15,2023,4,gbif
4096839669,35.182172,-119.844605,2023-04-15,2023,4,gbif
4096804693,37.263837,-120.914367,2023-04-14,2023,4,gbif
4096497918,35.246813,-119.848672,2023-04-19,2023,4,gbif
4096495904,35.217258,-119.85533,2023-04-19,2023,4,gbif
4096466125,35.178353,-119.841038,2023-04-12,2023,4,gbif
4096447694,35.204378,-119.852864,2023-04-01,2023,4,gbif
4096417172,35.19067,-119.854483,2023-04-17,2023,4,gbif
4091927327,35.184822,-119.8469,2019-03-17,2019,3,gbif
4091865359,34.833228,-118.453994,2023-04-15,2023,4,gbif
4091852517,33.846206,-117.120578,2023-03-23,2023,3,gbif
4091851064,34.990753,-119.48282,2023-04-13,2023,4,gbif
4091825671,35.241675,-119.906594,2023-03-27,2023,3,gbif
4091799652,35.351605,-120.02848,2023-04-11,2023,4,gbif
4091753806,35.019322,-119.602762,2023-04-12,2023,4,gbif
4091739363,35.240027,-119.908569,2023-04-15,2023,4,gbif
4091691732,35.231247,-119.90313,2023-04-17,2023,4,gbif
4091673572,33.806747,-118.179733,2023-04-08,2023,4,gbif
4091621506,33.892617,-117.108902,2023-04-16,2023,4,gbif
4091588856,35.378788,-120.094383,2023-04-09,2023,4,gbif
4091587828,35.029207,-119.545439,2023-04-12,2023,4,gbif
4091554958,35.241595,-119.904585,2023-04-11,2023,4,gbif
4091372088,35.032964,-119.485778,2023-04-13,2023,4,gbif
4089658365,37.916406,-121.7877,2022-02-15,2022,2,gbif
4080999612,36.524952999999996,-120.83808,2023-04-10,2023,4,gbif
4080982088,35.009506,-119.515062,2023-04-07,2023,4,gbif
4080863489,35.010875,-119.516778,2023-04-09,2023,4,gbif
4080724468,35.094733,-119.640083,2023-04-09,2023,4,gbif
4080484604,37.956245,-121.874825,2023-04-03,2023,4,gbif
4076257580,35.710089,-120.312162,2022-03-01,2022,3,gbif
4076126498,35.528083,-120.089093,2023-03-25,2023,3,gbif
4075965719,36.676547,-120.866372,2023-03-26,2023,3,gbif
4075839578,35.08295,-119.640555,2023-03-25,2023,3,gbif
4075748210,37.97498,-121.83016,2023-03-13,2023,3,gbif
4075705232,37.97579,-121.83166,2023-03-13,2023,3,gbif
4067715545,35.092628,-119.6532,2023-03-20,2023,3,gbif
4067629476,36.535637,-120.833717,2021-05-16,2021,5,gbif
4067616735,36.579014,-120.703134,2023-03-12,2023,3,gbif
4067429550,35.066644,-119.667511,2023-03-20,2023,3,gbif
4067313035,35.403395,-120.20865,2023-03-16,2023,3,gbif
4067258546,33.811103,-117.160497,2022-04-08,2022,4,gbif
4067156097,35.734406,-119.741822,2023-03-15,2023,3,gbif
4067153712,36.576882,-120.703306,2023-02-11,2023,2,gbif
4062993390,36.038219,-120.116944,2023-03-12,2023,3,gbif
4054872818,37.970486,-121.832711,2023-03-02,2023,3,gbif
4054824567,33.6908,-117.644253,2023-02-19,2023,2,gbif
4054736943,36.200305,-120.795547,2023-03-03,2023,3,gbif
