id,lat,lon,date,year,month,source
4404982206,33.816667,-117,2006-06-28,2006,6,gbif
4404866390,33.8456099,-117.1212623,2003-05-08,2003,5,gbif
4171871342,33.696422,-117.125354,2018-07-15,2018,7,gbif
4154148303,33.77556,-117.26083,2011-07-08,2011,7,gbif
4111673301,38.748463,-121.637238,2014-09-20,2014,9,gbif
4079080513,37.2968,-120.7377,2017-02-04,2017,2,gbif
4079079265,37.163187,-120.422724,2017-04-18,2017,4,gbif
4079075717,37.281682000000004,-120.724358,2017-04-13,2017,4,gbif
4068984424,39.157175,-122.148172,2012-03-28,2012,3,gbif
4046687076,33.965622,-117.074456,2019-06-07,2019,6,gbif
3966547313,38.359633,-121.500497,2019-06-27,2019,6,gbif
3966522446,38.445545,-121.484245,2022-05-21,2022,5,gbif
3963689456,36.785597,-121.753708,2022-05-24,2022,5,gbif
3912099364,36.33265,-119.168878,2020-04-15,2020,4,gbif
3902893126,37.648251,-122.144911,2022-08-12,2022,8,gbif
3902812721,37.656729,-122.157137,2022-08-20,2022,8,gbif
3902765626,37.718758,-121.737655,2022-08-21,2022,8,gbif
3902403977,35.201839,-119.857689,2022-08-11,2022,8,gbif
3902371318,38.439691,-121.492272,2022-06-04,2022,6,gbif
3902255347,38.039483,-121.963722,2022-06-06,2022,6,gbif
3902151631,38.040052,-121.963407,2021-07-22,2021,7,gbif
3888886645,37.48402,-122.131789,2022-08-02,2022,8,gbif
3873864664,38.563415,-121.63483,2022-07-15,2022,7,gbif
3873241734,37.408488,-121.409157,2022-07-14,2022,7,gbif
3859779940,37.491496,-122.167971,2022-06-16,2022,6,gbif
3859562160,38.206365,-122.02471,2022-06-17,2022,6,gbif
3859371191,37.724852,-121.74696,2022-05-21,2022,5,gbif
3859068827,37.7017,-122.405695,2021-10-02,2021,10,gbif
3858820618,36.889595,-119.633981,2022-06-21,2022,6,gbif
3799636305,35.034444,-119.683333,2005-05-10,2005,5,gbif
3760631084,36.195953,-119.194647,2022-03-24,2022,3,gbif
3759848299,35.061646,-118.736498,2014-06-08,2014,6,gbif
3759801803,33.700835,-117.14118,2020-06-21,2020,6,gbif
3759763553,35.72257,-118.380555,2022-04-16,2022,4,gbif
3759508851,35.267288,-119.228359,2022-03-18,2022,3,gbif
3759179757,35.750975,-120.296186,2021-10-16,2021,10,gbif
3759166756,37.554058,-122.091111,2021-11-08,2021,11,gbif
3759147747,38.229724,-122.597376,2021-10-29,2021,10,gbif
3759125740,37.572457,-121.170896,2021-11-23,2021,11,gbif
3759064259,37.720963,-121.738434,2022-03-28,2022,3,gbif
3747238772,35.934069,-119.855347,2022-03-23,2022,3,gbif
3743081032,37.838467,-121.623528,2022-03-14,2022,3,gbif
3503205059,33.7975,-117.00694,2009-09-24,2009,9,gbif
3503201411,33.51467,-117.16833,2012-08-11,2012,8,gbif
3456499315,36.713239,-121.295692,2021-08-22,2021,8,gbif
3399322269,35.730344,-120.28815,2021-10-16,2021,10,gbif
3399100303,38.021363,-121.836576,2015-07-13,2015,7,gbif
3399088320,37.64891,-122.154493,2016-08-11,2016,8,gbif
3398903352,37.896717,-121.996715,2017-08-18,2017,8,gbif
3391660365,37.651145,-122.155484,2020-07-09,2020,7,gbif
3391514491,37.40122,-121.491441,2021-08-03,2021,8,gbif
