id,lat,lon,date,year,month,source
4154130679,38.847576,-119.48873,2018-04-15,2018,4,gbif
4126691722,33.641325,-117.844306,2020-04-08,2020,4,gbif
4091927327,35.184822,-119.8469,2019-03-17,2019,3,gbif
4089658365,37.916406,-121.7877,2022-02-15,2022,2,gbif
4076257580,35.710089,-120.312162,2022-03-01,2022,3,gbif
4067629476,36.535637,-120.833717,2021-05-16,2021,5,gbif
4067258546,33.811103,-117.160497,2022-04-08,2022,4,gbif
4028760600,35.093575,-119.651108,2019-04-11,2019,4,gbif
3947688533,37.629015,-121.539216,2022-02-17,2022,2,gbif
3860648632,35.070695,-119.792392,2022-04-01,2022,4,gbif
3773474695,32.715113,-116.7061,2022-05-02,2022,5,gbif
3760301755,35.092475,-119.651416,2019-04-04,2019,4,gbif
3760224789,35.223428,-119.942757,2022-03-26,2022,3,gbif
3760135293,35.109925,-119.8526,2022-03-13,2022,3,gbif
3759840827,35.2236,-119.852233,2022-02-20,2022,2,gbif
3759122596,35.189864,-119.863297,2017-04-07,2017,4,gbif
3747336780,35.443525,-120.094264,2022-03-12,2022,3,gbif
3747317808,35.231232,-119.902453,2022-03-16,2022,3,gbif
3747268564,37.542205,-120.918787,2022-03-18,2022,3,gbif
3747156582,35.521544,-120.085433,2022-03-12,2022,3,gbif
3747074855,33.495663,-117.639525,2022-03-20,2022,3,gbif
3747064928,35.1152,-119.856406,2022-03-17,2022,3,gbif
3747057313,35.548031,-120.333495,2017-03-23,2017,3,gbif
3747023976,35.701708000000004,-120.242044,2022-03-12,2022,3,gbif
3746992959,35.461,-120.090422,2022-03-12,2022,3,gbif
3743177713,33.494732,-117.639112,2022-03-09,2022,3,gbif
3743100970,35.206719,-119.854325,2022-03-14,2022,3,gbif
3712710899,34.734454,-119.390184,2020-04-19,2020,4,gbif
3698390918,37.972963,-121.837088,2022-02-20,2022,2,gbif
3698369564,37.977631,-121.853389,2022-02-18,2022,2,gbif
3698359781,37.970567,-121.832887,2022-02-20,2022,2,gbif
3698312590,37.979805,-121.857324,2022-02-18,2022,2,gbif
3698286791,37.971989,-121.860764,2022-02-21,2022,2,gbif
3499393959,37.962987,-121.830898,2022-02-13,2022,2,gbif
3499341228,37.956473,-121.868118,2022-02-14,2022,2,gbif
3466383434,37.974142,-121.832008,2022-01-28,2022,1,gbif
3398970410,35.009675,-119.515336,2019-04-04,2019,4,gbif
3125142864,33.81806,-117.42944,2005-03-06,2005,3,gbif
3125067968,33.86667,-117.11667,2002-04-07,2002,4,gbif
3125063966,35.38717,-120.1495,2001-05-02,2001,5,gbif
3125060965,35.24117,-119.25017,2001-04-27,2001,4,gbif
3125060035,35.0992,-119.83053,2003-04-23,2003,4,gbif
3118353450,32.715689,-116.708386,2021-04-15,2021,4,gbif
3118342746,32.715972,-116.707305,2021-05-18,2021,5,gbif
3117889313,35.094926,-119.640171,2019-03-24,2019,3,gbif
3109164305,36.577294,-120.703964,2017-03-19,2017,3,gbif
3109013305,35.189502,-119.818611,2017-04-02,2017,4,gbif
3097184522,36.5768,-120.70298,2021-03-07,2021,3,gbif
3097087501,36.741728,-121.306742,2021-03-24,2021,3,gbif
3070554609,36.61977,-120.985764,2019-03-23,2019,3,gbif
3070362482,37.838781,-121.62292,2020-03-10,2020,3,gbif
3070311346,35.031078,-119.48391,2017-04-05,2017,4,gbif
3059683689,35.0833,-119.7167,2001-04-12,2001,4,gbif
3059683672,35.2183,-119.9525,2015-04-13,2015,4,gbif
3053477174,34.63377,-119.33585,2019-03-29,2019,3,gbif
3053463187,34.6031,-119.361867,2008-05-10,2008,5,gbif
3053439183,34.7338,-119.3945,2017-03-15,2017,3,gbif
3053438552,34.774,-119.64241,2018-05-06,2018,5,gbif
3053399904,36.2736,-120.5831,2018-05-16,2018,5,gbif
3053389650,37.916417,-121.947167,2011-04-14,2011,4,gbif
3053387698,34.77296,-119.63734,2018-05-06,2018,5,gbif
3053376967,34.8818651,-119.4284758,2003-04-24,2003,4,gbif
3053361319,34.7524,-119.0706,2009-06-14,2009,6,gbif
3053353622,34.78021,-119.64738,2018-05-08,2018,5,gbif
2982041394,35.3144,-119.99553,2010-04-11,2010,4,gbif
2982035773,33.781389,-117.188889,2000-05-09,2000,5,gbif
2981061356,33.656644,-117.808771,2020-02-27,2020,2,gbif
2851022359,35.437984,-120.302515,2019-03-04,2019,3,gbif
2851021367,35.282186,-119.907465,2019-03-29,2019,3,gbif
2851018375,35.215837,-119.855133,2019-03-29,2019,3,gbif
2851007536,34.751039,-119.072553,2020-05-01,2020,5,gbif
2851004390,35.182375,-119.845197,2019-04-01,2019,4,gbif
2850996360,35.24223,-119.849678,2019-03-29,2019,3,gbif
