x,y,month,year
-121.83511115032492,37.63527459416085,10,1999
-116.86828346694747,33.79519341827401,10,1999
-116.2981873820119,33.104086371913425,10,1999
-119.90431403247706,41.06660763367877,10,1999
-119.76716827619538,36.33911274067523,10,1999
-115.14186041728406,33.37837788447677,10,1999
-116.38155048877135,33.1229102992462,10,1999
-121.29459552262657,41.22795558224545,10,1999
-122.55042038897051,38.111251042432535,10,1999
-123.79817785788612,41.99435833793715,10,1999
-117.09685972741693,34.79017243443516,10,1999
-119.50094416106037,38.18923588423976,10,1999
-119.87204444276372,38.721684114509785,10,1999
-118.80983711469979,36.234236574106895,10,1999
-120.18398380999263,40.343230997604856,10,1999
-123.58842552474944,40.98324452691933,10,1999
-121.66838493680602,42.295541175261604,10,1999
-119.7241421565776,38.95294950745535,10,1999
-116.31701130934468,35.1343813913774,10,1999
-116.9704705010397,36.115914745158,10,1999
-120.72181030521487,40.40508104455541,10,1999
-123.60456031960611,41.33283174881379,10,1999
-119.58430726781982,37.82620299996474,10,1999
-121.92385252203658,41.90830609870159,10,1999
-119.15135693916591,35.639938296886314,10,1999
-119.7940596009565,35.22850102804129,10,1999
-122.83277929896218,39.59296303676982,10,1999
-122.37293764554717,41.84376691927492,10,1999
-121.80015242813548,41.23871211214989,10,1999
-116.40306354858023,35.41405116889297,10,1999
-119.61926599000927,39.514978194962595,10,1999
-115.73615869450465,33.528969303139,10,1999
-114.64706004167961,33.698384649134006,10,1999
-117.40073169721751,34.03990447360013,10,1999
-121.4451869412888,38.88572119555257,10,1999
-121.20854328339101,37.76435295301418,10,1999
-119.88549010514427,40.991311924347656,10,1999
-116.52407451000525,34.8466442164335,10,1999
-120.24314472446707,40.14692432684873,10,1999
-123.11782734142997,38.87227553317201,10,1999
-123.83313658007556,42.49991524344606,10,1999
-115.9405327626891,34.33301991349626,10,1999
-122.06368741079437,41.98091267555659,10,1999
-115.80876527135966,35.05370741709407,10,1999
-121.02837140749155,35.91960807440188,10,1999
-121.86738074003826,41.93250829098659,10,1999
-120.86702345892488,38.96101690488368,10,1999
-122.86773802115162,38.350583832806436,10,1999
-115.73078042955242,34.63958101577293,10,1999
-115.19295393433018,33.276190850384545,10,1999
-118.13217573071975,36.46550196705246,10,1999
-117.4491360817875,33.58813021761345,10,1999
-118.59470651661088,36.55962160371635,10,1999
-119.49018763115592,39.62254349400705,10,1999
-121.03106053996765,41.99435833793715,10,1999
-118.34461719633255,34.97841170776295,10,1999
-122.86235975619941,38.69748192222478,10,1999
-119.59237466524816,35.49472514317631,10,1999
-116.01851760449634,35.80666451040521,10,1999
-121.46670000109768,41.6232580562338,10,1999
-121.20854328339101,36.23692570658301,10,1999
-118.41722377318754,36.707523889902475,10,1999
-120.10330983570928,33.96729789674513,10,1999
-121.64149361204491,39.96137418599706,10,1999
-121.51779351814379,37.199635133030824,10,1999
-119.58699640029593,35.05370741709407,10,1999
-120.01994672894983,35.05101828461795,10,1999
-114.46419903330404,35.20429883575629,10,1999
-119.30194835782814,38.43125780708977,10,1999
-117.69115800463751,37.288376504742494,10,1999
-121.95612211174992,39.94523939114039,10,1999
-117.75031891911196,37.19694600055472,10,1999
-116.80643341999692,33.8409086703679,10,1999
-116.61281588171691,33.631156337231225,10,1999
-116.96778136856359,35.83086670269021,10,1999
-118.47638468766199,35.26614888270685,10,1999
-119.39606799449203,40.93484014234932,10,1999
-123.70674735369833,41.98091267555659,10,1999
-120.64651459588376,39.14118878078313,10,1999
-120.0360815238065,37.89612044434364,10,1999
-122.10133526545992,40.2356656985604,10,1999
-120.29692737398929,34.596554896155155,10,1999
-115.54791942117687,33.53434756809122,10,1999
-122.51008340182884,40.437350634268746,10,1999
-123.13127300381053,41.36779047100323,10,1999
-123.11244907647774,40.64441383492931,10,1999
-116.20944601030023,36.22616917667856,10,1999
-116.5375201723858,35.40329463898853,10,1999
-118.4306694355681,34.53739398168071,10,1999
-121.88620466737103,38.71899498203367,10,1999
-121.87275900499047,37.40400920121528,10,1999
-117.25282941103139,36.938789282848035,10,1999
-121.89427206479937,39.227241020018695,10,1999
-115.61783686555576,33.48863231599733,10,1999
-121.5688870351899,36.44129977476746,10,1999
-123.15816432857164,40.99937932177599,10,1999
-122.06099827831827,42.1987324061216,10,1999
-116.77147469780748,36.45743456962413,10,1999
-116.35465916401023,33.647291132087894,10,1999
-121.46401086862157,37.49812883787917,10,1999
-119.41758105430092,38.665212332511445,10,1999
-119.46329630639481,36.473569364480795,10,1999
-117.52712092359474,33.88124565750957,10,1999
-122.11209179536438,37.04366544941637,10,1999
-116.74996163799858,33.577373687709,10,1999
-116.13415030096911,33.348797427239546,10,1999
-121.96687864165438,40.35129839503319,10,1999
-121.79477416318325,42.440754328971614,10,1999
-119.81557266076538,41.99973660288937,10,1999
-117.77183197892086,33.79519341827401,10,1999
-122.75479445715496,40.219530903703735,10,1999
-121.50703698823935,37.83695952986919,10,1999
-116.82794647980582,32.89702317125286,10,1999
-121.2784607277699,36.22079091172634,10,1999
-122.58268997868385,40.036669895328174,10,1999
-117.45182521426362,37.089380701510265,10,1999
-117.59972750044973,37.145852483508605,10,1999
-118.3849541834742,35.75019272840687,10,1999
-121.17358456120155,38.71899498203367,10,1999
-118.66193482851367,37.48737230797473,10,1999
-119.00883291793201,34.79286156691128,10,1999
