observation_id,authorplotcode_vb,project_id_name,date,latitude,longitude,spp
82306,CVRP1452,CVRP,2011-05-17,37.1158933037924,-120.941968992537,c_pungens
82307,CVRP1453,CVRP,2011-05-17,37.1179267056504,-120.940732219953,c_pungens
82311,CVRP1457,CVRP,2011-05-17,37.130075844971,-120.942293976366,c_pungens
82312,CVRP1458,CVRP,2011-05-18,37.137554607127,-120.941157007104,c_pungens
82313,CVRP1459,CVRP,2011-05-18,37.1414652896035,-120.924580720135,c_pungens
82413,CVRP2130,CVRP,2011-05-25,37.2649499330204,-120.754027657184,c_pungens
82659,CVRP2121,CVRP,2011-05-18,37.28915079033,-120.854226885729,c_pungens
82660,CVRP2122,CVRP,2011-05-18,37.2920330095033,-120.855126366475,c_pungens
82663,CVRP2125,CVRP,2011-05-23,37.2897943979166,-120.847982145622,c_pungens
82690,CVRP2090,CVRP,2011-05-26,37.2576830283079,-120.769588581079,c_pungens
82691,CVRP2091,CVRP,2011-05-26,37.2569654262531,-120.769767595538,c_pungens
82692,CVRP2092,CVRP,2011-05-26,37.2566313107099,-120.769732351708,c_pungens
82707,CVRP2109,CVRP,2011-06-09,36.7270507263211,-120.315819232234,c_pungens
82715,CVRP2133,CVRP,2011-05-26,37.2461533071804,-120.779488216471,c_pungens
82756,CVRP2154,CVRP,2011-06-09,36.7318337427148,-120.339780595292,c_pungens
82864,CVRP2365,CVRP,2011-07-14,38.433291512684,-121.414989202725,c_pungens
82878,CVRP2380,CVRP,2011-07-19,36.7902819175842,-120.201858724552,c_pungens
83058,E04221140,San Joaquin Valley and Southern Foothills,2008-04-22,35.7780868637817,-119.621476760619,c_pungens
83074,H06190915,San Joaquin Valley and Southern Foothills,2008-06-19,36.8580737241762,-119.812757763183,c_pungens
83085,DUTC0003,San Joaquin Valley and Southern Foothills,2010-04-14,37.1822851855439,-120.39930066576,c_pungens
83087,DUTC0005,San Joaquin Valley and Southern Foothills,2010-04-14,37.1837953658113,-120.390936766606,c_pungens
83088,DUTC0006,San Joaquin Valley and Southern Foothills,2010-04-14,37.1847737231455,-120.40387822653,c_pungens
83135,H04221010,San Joaquin Valley and Southern Foothills,2008-04-22,35.7794720651414,-119.624497662691,c_pungens
