x,y,month,year
-121.53122482398953,38.30755897190072,10,2000
-122.07711856090697,38.022511010751714,10,2000
-119.67572394481203,38.08973930347554,10,2000
-119.98497409134163,35.166653135843745,10,2000
-119.50899777885697,35.84431432649988,10,2000
-122.01526853160105,39.32136162617596,10,2000
-118.32846895862664,35.97070351682066,10,2000
-120.49590911604267,38.08973930347554,10,2000
-119.05991278346183,35.847003458208825,10,2000
-120.08985022799078,38.77008962584062,10,2000
-120.74062010155738,38.04940232784124,10,2000
-121.22197467745995,37.45510422016265,10,2000
-119.94194798399838,36.80971261001396,10,2000
-119.82093705709549,39.1250550114224,10,2000
-120.1570785207146,35.500105467753905,10,2000
-119.31806942752131,35.3118662481272,10,2000
-119.85589576931189,37.12971928337936,10,2000
-118.3822515928057,36.18852318524584,10,2000
-121.23004207258681,38.74857657216899,10,2000
-120.91003539922141,36.349871087783015,11,2000
-119.89892187665512,35.99490570220124,11,2000
-119.06798017858868,35.45976849211961,11,2000
-116.84137912357569,33.30039572983044,11,2000
-118.74797350522329,35.266151009075,11,2000
-120.76213315522901,36.79088868805129,11,2000
-121.83778583881016,39.773135753280044,11,2000
-118.73452784667853,36.69407994652899,11,2000
-120.00648714501324,35.09135744799307,11,2000
-120.8939006089677,39.93986191923512,11,2000
-119.75370876437167,35.15051834559003,11,2000
-117.08340097738146,34.19856572062071,11,2000
-118.03266447064182,35.76901863864919,11,2000
-120.17052417925937,36.460125487850085,11,2000
-122.29493822933215,39.05244845528067,11,2000
-118.87705182725303,34.27923967188929,11,2000
-117.91165354373895,33.98074605219552,11,2000
-121.31878341898225,38.20806109866946,11,2000
-118.95503664681266,34.34108970119521,11,2000
-120.30229163299806,39.17345938218355,12,2000
-120.69490486250518,39.26488986028795,12,2000
-119.74026310582691,35.46514675553752,12,2000
-119.99035235475952,38.721685255079464,12,2000
-120.66801354541566,38.65714609406459,12,2000
-118.08644710482088,34.7982420917172,12,2000
-121.01491153587058,36.91458874666313,12,2000
-121.25693338967633,38.51462211349009,12,2000
-117.90896441202999,35.3064879847093,12,2000
-118.91738880288733,36.76937563437967,12,2000
-121.93190544862351,37.191569312685274,12,2000
-120.13556546704298,39.63061177270554,12,2000
-121.79475973146691,38.869587499071876,12,2000
-120.5228004331322,40.50189044640628,12,2000
-122.11745553654126,37.91763487410255,12,2000
-120.38296558426664,39.64943569466821,12,2000
-119.08142583713345,37.379808532311976,12,2000
-117.29853151409769,33.08257606140526,12,2000
-120.50128737946058,35.58884681414935,12,2000
-118.8044452711113,36.64029731234993,1,2001
-119.60580652037926,38.366719869497686,1,2001
-121.95072937058619,38.47697426956475,1,2001
-121.07945069688544,39.1707702504746,1,2001
-119.33958248119293,35.97877091194752,1,2001
-121.29189210189273,40.838031910025386,1,2001
-118.0165296803881,35.81473387770139,1,2001
-119.83707184734921,34.956900862545425,1,2001
-119.69185873506575,35.68565555567165,1,2001
-118.00308402184334,35.13169442362736,1,2001
-121.56887266791487,39.197661567564126,1,2001
-118.04073186576868,35.60229247269412,1,2001
-120.90734626751247,39.92103799727245,1,2001
-122.51544702946629,38.02788927416962,1,2001
-117.59164687037355,34.591178950127826,1,2001
-120.90734626751247,37.707882600804226,1,2001
-119.6326978374688,37.75897610327433,1,2001
-121.23810946771367,40.54760568545848,1,2001
-117.08877924079935,33.19014132976338,1,2001
-117.09146837250832,33.74410246180767,2,2001
-121.57694006304173,39.32405075788491,2,2001
-120.31304815983387,37.48468466896114,2,2001
-119.34764987631979,35.90347522409684,2,2001
-117.57820121182878,34.78479643317244,2,2001
-118.68612347591737,36.917277878372076,2,2001
-118.79637787598445,34.27386140847139,2,2001
-117.47063594347067,33.42947405186018,2,2001
-120.08985022799078,38.84269618198235,2,2001
-120.91272453093036,39.63061177270554,2,2001
-118.08913623652984,36.089025312014584,2,2001
-121.24348773113157,40.87567975395073,2,2001
-119.89623274494618,37.08669317603611,2,2001
-119.52782170081963,36.374073273163596,2,2001
-118.18325584634319,33.90276123263589,2,2001
-120.04682412064754,35.73137079472385,2,2001
-121.1789485701167,40.48844478786151,2,2001
-119.85589576931189,34.77941816975453,2,2001
-122.45897526357828,38.132765410818784,2,2001
-121.41559216050456,40.5691187391301,3,2001
-118.08644710482088,35.75557298010443,3,2001
-119.0733584420066,36.73441692216328,3,2001
-119.03571059808125,35.24194882369443,3,2001
-117.4975272605602,34.91656388691113,3,2001
-119.92850232545361,37.26148673711805,3,2001
-121.41559216050456,37.9606609814458,3,2001
-122.22770993660833,38.146211069363545,3,2001
-122.03140332185477,37.09744970287192,3,2001
-118.42258856843999,34.83588993564254,3,2001
