x,y,month,year
-117.90627537341288,36.887697616246875,10,1999
-117.59702522642766,34.44327688920716,10,1999
-119.2562194932962,37.19425863151918,10,1999
-118.93890195117224,35.26077292993331,10,1999
-117.48408169448524,34.52932910402044,10,1999
-119.26428688843495,36.42247782991259,10,1999
-118.93890195117224,37.57342620304019,10,1999
-115.14453710424921,33.636537375332665,10,1999
-118.68881270187114,34.5589095528625,11,1999
-118.87167365834937,34.73101398248906,11,1999
-117.4410555870786,33.99688102486327,11,1999
-118.02997543220698,35.357581671598254,11,1999
-114.56099552254665,33.03417187163971,11,1999
-120.64650058887325,36.87694108939522,11,1999
-115.58555470516725,33.55855255565813,11,1999
-118.00308411507783,36.15087552690817,11,1999
-115.42151767067945,35.11287068572299,12,1999
-114.69276297647949,34.064109317686146,12,1999
-118.24241683752726,37.12971947040922,12,1999
-117.39265121624612,34.52932910402044,12,1999
-117.1183597815288,34.343779015829305,12,1999
-121.40483573191527,37.21846081693542,12,1999
-116.44876598501297,34.771350958182786,12,1999
-119.578915298846,35.61573831603809,12,1999
-119.8290045481471,35.88465148732959,1,2000
-117.93854495396786,37.30720216346161,1,2000
-119.96077200207993,37.65141102271473,1,2000
-122.31645138259346,39.02555732801429,1,2000
-115.9324526961333,34.886983621838134,1,2000
-115.45647638294734,35.330690354469105,1,2000
-121.29727046339868,35.84969277506169,1,2000
-116.62355954635244,33.63384824361975,1,2000
-120.55775924234706,35.58615786719603,2,2000
-119.56546964028144,35.79322100909048,2,2000
-120.93692681386807,35.919610199597486,2,2000
-117.69652309980552,35.397918647291974,2,2000
-117.30928813314576,35.314555564191615,2,2000
-117.59433609471475,36.048688521817404,2,2000
-117.23130331347123,32.95618705196517,2,2000
-116.98121406417013,35.99759501927202,2,2000
-116.78221831741443,32.84862178344858,3,2000
-119.30731299584158,34.69067700679534,3,2000
-119.55471311342977,35.137072871139225,3,2000
-116.77415092227568,33.56661995079688,3,2000
-115.24672410933998,32.86744570543898,3,2000
-120.5308679252179,38.108563413910275,3,2000
-115.11495665540714,32.71954346122865,3,2000
-120.73793106711236,36.742484503749466,3,2000
-115.90556137900414,34.650340031101614,4,2000
-120.95037247243265,38.45008314145048,4,2000
-117.00810538129929,33.21703282811793,4,2000
-116.9758358007443,32.90778268113271,4,2000
-121.86198812311082,37.50888704193024,4,2000
-116.2551485016831,33.58544387278728,4,2000
-119.23201730787997,37.11358468013174,4,2000
-121.54735971269977,38.42319182432133,4,2000
-121.32416178052783,35.857760170200436,5,2000
