x,y,month,year
-119.36916302523863,36.062134180381975,10,2000
-120.0253111631899,37.11627381184464,10,2000
-119.41218913264528,35.6533861600189,10,2000
-120.59540708632787,37.98486335511618,10,2000
-119.78060017731464,36.65374315722327,10,2000
-120.25388735878767,36.3176016931089,10,2000
-119.93388068495078,36.8930758796727,10,2000
-119.85320673356334,36.84467150884023,10,2000
-120.62767666688285,37.796624135212134,10,2000
-120.29153520276847,37.30451303174869,10,2000
-119.87740891897957,35.85507103848752,10,2000
-120.05489161203197,35.77708621881298,10,2000
-118.90932150233019,35.40598604243072,10,2000
-120.63305493030867,38.310248292378894,10,2000
-120.74062019882528,38.646389756493264,10,2000
-120.34531783702678,36.75861929402695,10,2000
-120.08178292916111,36.322979956534724,10,2000
-120.44212657869171,36.02717546811408,10,2000
-119.80211323101796,35.40867517414363,10,2000
-119.07066940510508,35.21774682252667,10,2000
-120.3668308907301,36.34718214195096,10,2000
-119.43908044977444,35.55926655006687,10,2000
-120.25119822707475,36.88769761624687,10,2000
-119.53320005972645,35.04026412947428,10,2000
-120.73793106711236,38.30487002895306,10,2000
-118.76141925811986,35.01068368063222,10,2000
-119.73488493819508,36.19121250260189,11,2000
-120.22161777823268,35.8523819067746,11,2000
-120.21892864651977,35.3495142764595,11,2000
-120.14632209027107,36.382140854218854,11,2000
-119.0195759025597,35.40867517414363,11,2000
-120.03337855832864,37.161989050964195,11,2000
-119.5762261671331,35.17203158340712,11,2000
-118.90663237061726,35.6533861600189,11,2000
-118.85553886807187,35.31993382761744,11,2000
-119.13789769792795,36.062134180381975,11,2000
-119.68916969907552,35.193544637110435,11,2000
-119.86665239212792,35.976081965568696,11,2000
-120.12749816828067,35.532375232937724,11,2000
-119.14327596135378,35.40598604243072,11,2000
-119.8827871824054,36.89038674795979,11,2000
-120.48784181781127,37.33678261230367,11,2000
-120.39910047128508,37.0006411481893,11,2000
-118.8582279997848,35.107492422297156,11,2000
-119.8290045481471,35.5108621792344,11,2000
-120.22968517337144,37.2695543194808,11,2000
-119.1298303027892,35.00530541720639,11,2000
-119.08949332709548,35.36295993502408,11,2000
-119.69992622592719,36.34449301023805,11,2000
-119.25621949329621,35.23925987622999,11,2000
-120.35069610045261,35.84431451163586,11,2000
-120.401789602998,38.13545473103942,11,2000
-119.12714117107629,35.37640559358865,12,2000
-119.39336521065488,36.0486885218174,12,2000
-120.116741641429,36.77744321601736,12,2000
-119.04108895626301,35.28766424706246,12,2000
-119.49824134745856,36.382140854218854,12,2000
-119.92581328981204,36.793578006294844,12,2000
-120.11136337800318,36.002973282697845,12,2000
-119.50899787431023,36.68332360606533,12,2000
-120.2054829879552,37.237284738925815,12,2000
-120.72986367197362,38.546891883115414,12,2000
