x,y,month,year
-119.24008470301872,36.76399755745279,10,1999
-119.33151518125784,35.153207661416715,10,1999
-121.11172037520755,37.729395842389266,10,1999
-118.89587584376561,36.58382573268749,10,1999
-118.71032575557447,36.41172130306092,10,1999
-118.87974105348812,36.755930162314044,10,1999
-118.64578659446452,36.4789495958838,10,1999
-120.9207920235906,37.847717637757526,10,1999
-119.85858499698918,36.32029082482182,10,1999
-119.26428688843497,36.25037340028602,10,1999
-119.17554554190878,37.914945930580394,11,1999
-119.74833059675966,37.01946507017971,11,1999
-119.12445203936339,37.914945930580394,11,1999
-121.066005136088,37.7535980278055,11,1999
-119.22394991274123,34.64227263596287,11,1999
-116.8117987662565,33.04492839849137,11,1999
-117.91703190026456,33.698387404729715,11,1999
-120.94768334071973,37.756287159518415,11,1999
-118.90125410719145,35.2769077202108,11,1999
-119.29924560070286,38.32638308265639,11,1999
-121.3349183073795,37.01408680675388,12,1999
-118.61889527733537,35.43556649127279,12,1999
-120.57927229605039,38.24839826298186,12,1999
-121.30533785853743,37.3045130317487,12,1999
-120.7970919647965,38.0601590430778,12,1999
-118.52746479909626,34.2362137473127,12,1999
-119.74295233333383,37.43896961739445,12,1999
-117.26626202573914,33.89200488805959,12,1999
-119.71875014791759,38.078982965068214,12,1999
-119.89623284096999,36.89845414309853,12,1999
-121.54198144927395,37.96603943312578,1,2000
-118.22628204724978,34.09637889824113,1,2000
-120.79171370137067,36.74517363546238,1,2000
-118.5893148284933,35.17472071512003,1,2000
-120.27002214906517,37.06786944101218,1,2000
-118.26124075951768,35.13976200285214,1,2000
-119.57891529884601,36.8392932454144,1,2000
-118.63503006761286,35.71254705770303,1,2000
-117.09146846439967,33.44829815542862,1,2000
-118.10796025188152,36.07557983894655,1,2000
-120.05489161203197,38.28066784353683,2,2000
-120.84818546734188,37.476617461375255,2,2000
-121.29189219997285,36.88231935282104,2,2000
-120.36145262730427,38.38554398034052,2,2000
-120.69759409141865,36.54079962528084,2,2000
-120.26195475392642,36.29608863940558,2,2000
-118.57318003821581,36.167010317185664,2,2000
-119.01150850742096,36.16163205375983,2,2000
-119.51437613773605,38.361341794924286,2,2000
-120.22699604165852,36.19927989774064,2,2000
-119.2723542835737,35.92498846302331,3,2000
-121.44248357589609,38.33713960950805,3,2000
-120.65994624743783,37.006019411615135,3,2000
-121.25424435599204,36.72097145004615,3,2000
-119.50630874259731,37.33409348059076,3,2000
-119.66496751365929,38.61949843936412,3,2000
-119.19436946389918,36.05944504866906,3,2000
-121.54198144927395,38.0413351210874,3,2000
-119.76177625532424,36.46281480560631,3,2000
-121.69257282519719,37.95259377456121,3,2000
-121.61727713723556,38.27528958011101,4,2000
-120.11405250971609,35.623805711176836,4,2000
-119.22932817616707,36.694080132916994,4,2000
-119.85858499698918,35.46514694011485,4,2000
-117.03230756671553,33.26005893552457,4,2000
-119.73488493819508,36.22886034658271,4,2000
-120.75406585738986,38.67328107362242,4,2000
-119.09756072223423,35.72061445284177,4,2000
-120.18934819767772,38.06822643821655,4,2000
-120.06295900717072,36.78013234773027,4,2000
-119.11100638079881,35.15858592484255,5,2000
-119.90698936782164,38.18116997015898,5,2000
-119.75370886018548,36.344493010238054,5,2000
-119.42025652778403,34.696055270221166,5,2000
-119.76715451875006,37.0893824947155,5,2000
-120.19741559281645,37.06786944101218,5,2000
-118.57586916992874,34.81168793387651,5,2000
-119.41756739607112,38.48504185371837,5,2000
-119.8451393384246,37.68636973498263,5,2000
-119.67034577708513,36.828536718562745,5,2000
-120.34262870531387,37.17005644610295,6,2000
-119.50630874259731,35.18816637368461,6,2000
-117.43298819193987,33.889315756346676,6,2000
-118.18594507155606,35.95725804357829,6,2000
-120.23237430508435,38.667902810196594,6,2000
-121.50971186871897,38.10587428219736,6,2000
-120.528178793505,37.81813718891546,6,2000
-117.34424684541366,33.21703282811793,6,2000
-120.68414843285407,37.22114994864833,6,2000
-119.09218245880841,37.108206416705904,6,2000
-118.89587584376561,34.98648149521598,7,2000
-119.87471978726666,35.71523618941595,7,2000
-119.71068275277885,35.475903466966514,7,2000
-119.2884890738512,36.36062780051554,7,2000
-117.34693597712659,33.69300914130388,7,2000
-118.58393656506748,34.8089988021636,7,2000
-116.81986616139525,33.07181971562052,7,2000
-120.12749816828067,37.21308255350959,7,2000
-118.91738889746892,35.73137097969344,7,2000
-118.90125410719145,36.45743654218048,7,2000
-118.97386066344015,36.123984209779024,8,2000
-119.43639131806152,35.180098978545864,8,2000
